ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,KS Test Forget,Jensen-Shannon Divergence,Entropy Difference,Method,Submitted By
0.6636666666666664,0.33130975558773534,0.3849895401593722,0.8514245014245013,0.405175962522526,0.4859841996573802,0.45732361342796324,0.2520775515933611,0.257843771514529,0.42150784889698706,0.16846882781701028,0.6644712286512995,0.3937902098811394,0.027628318680706847,0.26666666666666666,0.01358548065609595,0.13447003790898693,APA_UM_forget03_phi,tamim
