ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,KS Test Forget,Jensen-Shannon Divergence,Entropy Difference,Method,Submitted By
0.592833333,0.376311527,0.457665885,0.828347578,0.392776483,0.463669087,0.999928571,0.990774343,0.498257251,0.42144555,0.071175039,0.54667786,0.53693038,1,0,0,0,Traditional_RFS_on_retain197_epoch10_phi,tamim
