ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,KS Test Forget,Jensen-Shannon Divergence,Entropy Difference,Method,Submitted By
0.31516666666666665,0.21765847482520048,0.33511964361743124,0.4297720797720798,0.2742588509562583,0.38284335971711403,0.08834661067329506,4.9418800706262496e-15,0.16461609493037627,0.08385943773728997,3.119786473484074e-20,0.6792124845134676,4.4476920635628186e-14,0.01430154804770646,0.35,0.04466985903987246,0.05474093259895696,KL_5e-05_forget02_epochs_10,tamim
