ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,KS Test Forget,Jensen-Shannon Divergence,Entropy Difference,Method,Submitted By
0.4096666666666667,0.39446068411444346,0.4873204501118302,0.6873219373219372,0.39978935012506606,0.49143344093696206,0.4527157585247602,0.3272196955520279,0.4648504430497847,0.2751988385109953,0.0009269167425702607,0.5525084432238856,0.4404116098580834,0.02860307028023343,0.325,0.06616867110986925,0.14071890055112357,grad_diff_5e-05_forget02_epochs_10,tamim
