ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,KS Test Forget,Jensen-Shannon Divergence,Entropy Difference,Method,Submitted By
0.6170000000000001,0.3918131466369937,0.4761432505938942,0.842165242165242,0.41021782838279974,0.4939295604318604,0.48161890128605706,0.43397290171293235,0.39346617211268475,0.4919564400415422,0.12410510607014638,0.5648471370124583,0.47757894160167585,0.571336004933722,0.25,0.01152100431728856,0.07768280920769266,SISA_UM_forget01_phi,tamim
